label,text,char_count,word_count,text_clean,char_count_clean,word_count_clean
ham,Erm. I thought the contract ran out the4th of october.,54.0,10.0,erm thought contract ran th october,35,6
ham,I dunno until when... Lets go learn pilates...,46.0,8.0,dunno let go learn pilate,25,5
spam,U are subscribed to the best Mobile Content Service in the UK for å£3 per ten days until you send STOP to 83435. Helpline 08706091795.,134.0,25.0,subscribed best mobile content service uk per ten day send stop helpline,72,12
ham,Yup i'm elaborating on the safety aspects and some other issues..,65.0,11.0,yup elaborating safety aspect issue,35,5
spam,"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs å£1.50 each",131.0,27.0,free tarot text find love life try free text chance free msg,60,12
ham,"Goodmorning, today i am late for 1hr.",37.0,7.0,goodmorning today late hr,25,4
ham,Hi happy birthday. Hi hi hi hi hi hi hi,39.0,10.0,hi happy birthday hi hi hi hi hi hi hi,38,10
ham,I will be outside office take all from there,44.0,9.0,outside office take,19,3
ham,If you don't respond imma assume you're still asleep and imma start calling n shit,82.0,15.0,respond imma assume still asleep imma start calling shit,56,9
ham,"Aight, see you in a bit",23.0,6.0,aight see bit,13,3
ham,My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:),155.0,27.0,superior telling friday leave department except leave way call waheed fathima hr conform,88,13
spam,Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p,153.0,25.0,join uk horniest dogging service sex nite sign follow instruction txt entry nyt ec lp msg,89,16
ham,Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.,153.0,32.0,lol take member said aunt flow visit month cause developed ovarian cyst bc way shrink,85,15
ham,Still work going on:)it is very small house.,44.0,8.0,still work going small house,28,5
ham,My friend just got here and says he's upping his order by a few grams (he's got $ &lt,85.0,19.0,friend got say upping order gram got lt,39,8
ham,Tmr timin still da same wat cos i got lesson until 6...,55.0,12.0,tmr timin still da wat co got lesson,36,8
ham,"ThatÛ÷s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!",126.0,26.0,thing ape fight death keep something minute let go thats,56,10
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. å£1.50 SP:Tyrone,137.0,26.0,sunshine quiz wkly win top sony dvd player know country liverpool played mid week txt ansr sp tyrone,100,18
ham,No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans,109.0,25.0,gon na able late notice home week anyway plan,45,9
ham,"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say...",65.0,13.0,got fujitsu ibm hp toshiba got lot model say,44,9
ham,Okie... Thanx...,16.0,2.0,okie thanx,10,2
ham,"Gosh that , what a pain. Spose I better come then.",50.0,11.0,gosh pain spose better come,27,5
ham,"As usual..iam fine, happy &amp",30.0,5.0,usual iam fine happy amp,24,5
ham,Okie,4.0,1.0,okie,4,1
ham,So when you gonna get rimac access ,35.0,7.0,gon na get rimac access,23,5
ham,"\Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?\""""",99.0,18.0,im arestaurant eating squid wan na dosomething late,51,8
ham,You call times job today ok umma and ask them to speed up,57.0,13.0,call time job today ok umma ask speed,37,8
ham,"\HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!\""""",136.0,28.0,hello call wen finish wrk fancy meetin wiv tonite need break dabooks hr last nite today wrk,91,17
ham,R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE,56.0,15.0,sam eachother meet go house,27,5
ham,:-) yeah! Lol. Luckily i didn't have a starring role like you!,62.0,12.0,yeah lol luckily starring role like,35,6
ham,Hello madam how are you ?,25.0,6.0,hello madam,11,2
ham,"Awesome, text me when you're restocked",38.0,6.0,awesome text restocked,22,3
ham,"As usual..iam fine, happy &amp",30.0,5.0,usual iam fine happy amp,24,5
spam,Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a å£250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstopå£1.50/week,156.0,28.0,knock knock txt whose enter weekly draw gift voucher store yr choice c www tkls com age stoptxtstop week,104,19
ham,Yes. It's all innocent fun. O:-),32.0,6.0,yes innocent fun,16,3
ham,Thanks for sending this mental ability question..,49.0,7.0,thanks sending mental ability question,38,5
ham,"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know.",243.0,52.0,sir hope day going smoothly really hoped wont bother bill settle month extra cash know challenging time also let know,117,20
ham,2marrow only. Wed at  &lt,25.0,5.0,marrow wed lt,13,3
ham,I went to ur hon lab but no one is there.,41.0,11.0,went ur hon lab one,19,5
ham,I cant pick the phone right now. Pls send a message,51.0,11.0,cant pick phone right pls send message,38,7
ham,Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!,81.0,11.0,hey pple night excellent location wif breakfast hamper,54,8
spam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,173.0,27.0,forwarded hi mailbox messaging sm alert match please call back retrieve message match cc min,92,15
ham,How come?,9.0,2.0,come,4,1
ham,Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?,136.0,28.0,lol nah bad thanks good home quite reality check hows ur day anything website,77,14
ham,Ok lor...,9.0,2.0,ok lor,6,2
ham,I'm coming home 4 dinner.,25.0,5.0,coming home dinner,18,3
ham,S da..al r above  &lt,21.0,5.0,da al lt,8,3
spam,"FREE RING TONE just text \POLYS\"" to 87131. Then every week get a new tone. 0870737910216yrs only å£1.50/wk.""",109.0,18.0,free ring tone text polys every week get new tone yr wk,55,12
ham,Unni thank you dear for the recharge..Rakhesh,45.0,7.0,unni thank dear recharge rakhesh,32,5
ham,I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that,115.0,21.0,know lacking particular dramastorm detail part worried,54,7
ham,Haha... They cant what... At the most tmr forfeit... haha so how?,65.0,12.0,haha cant tmr forfeit haha,26,5
ham,"Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!",139.0,34.0,hey glad better hear treated urself digi cam good pm fab new year coupla wks,76,15
ham,No way I'm going back there!,28.0,6.0,way going back,14,3
spam,"URGENT! Your mobile No 077xxx WON a å£2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm",154.0,26.0,urgent mobile xxx bonus caller prize nd attempt reach call asap box qp ppm,74,14
ham,I WILL CAL YOU SIR. In meeting,30.0,7.0,cal sir meeting,15,3
ham,"That's what I love to hear :V see you sundayish, then",53.0,11.0,love hear see sundayish,23,4
ham,"Sorry da thangam, very very sorry i am held up with prasad.",59.0,12.0,sorry da thangam sorry held prasad,34,6
ham,Tiwary to rcb.battle between bang and kochi.,44.0,7.0,tiwary rcb battle bang kochi,28,5
ham,Thank god they are in bed!,26.0,6.0,thank god bed,13,3
ham,No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear,85.0,18.0,cancer mom making big deal regular checkup aka pap smear,56,10
ham,Am in gobi arts college,23.0,5.0,gobi art college,16,3
ham,Why she wants to talk to me,27.0,7.0,want talk,9,2
ham,Pandy joined 4w technologies today.he got job..,47.0,7.0,pandy joined technology today got job,37,6
spam,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",147.0,25.0,guaranteed latest nokia phone gb ipod mp player prize txt word collect ibhltd ldnw mtmsgrcvd,92,15
ham,"They can try! They can get lost, in fact. Tee hee",49.0,11.0,try get lost fact tee hee,25,6
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,126.0,25.0,hi spoke maneesha like know satisfied experience reply toll free yes,68,11
ham,My friends use to call the same.,32.0,7.0,friend use call,15,3
ham,"Sorry, I'll call later",22.0,4.0,sorry call later,16,3
ham,"Em, its olowoyey@ usc.edu have a great time in argentina. Not sad about secretary, everything is a blessing",107.0,18.0,em olowoyey usc edu great time argentina sad secretary everything blessing,74,11
ham,"It,,s a taxt massage....tie-pos argh ok! Lool!",46.0,7.0,taxt massage tie po argh ok lool,32,7
ham,"Hi, can i please get a  &lt",27.0,7.0,hi please get lt,16,4
ham,"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management",157.0,31.0,might want pull case plan spending much confidence derek taylor money management,80,12
ham,Do you like shaking your booty on the dance floor?,50.0,10.0,like shaking booty dance floor,30,5
ham,"Text me when you get off, don't call, my phones having problems",63.0,12.0,text get call phone problem,27,5
ham,No need for the drug anymore.,29.0,6.0,need drug anymore,17,3
ham,Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..,87.0,16.0,sorry da thought calling lot time lil busy call noon,52,10
ham,Its sarcasm.. .nt scarcasim,27.0,4.0,sarcasm nt scarcasim,20,3
ham,Great! I have to run now so ttyl!,33.0,8.0,great run ttyl,14,3
ham,Feel like trying kadeem again? :V,33.0,6.0,feel like trying kadeem,23,4
ham,Dai  &lt,8.0,2.0,dai lt,6,2
ham,Not yet chikku..wat abt u?,26.0,5.0,yet chikku wat abt,18,4
ham,Ok...,5.0,1.0,ok,2,1
ham,Want to finally have lunch today?,33.0,6.0,want finally lunch today,24,4
ham,Do you know when dad will be back?,34.0,8.0,know dad back,13,3
spam,"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?",130.0,29.0,hello darling today would love chat dont tell look like sexy,60,11
spam,8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+,165.0,32.0,free st week nokia tone ur mob every week txt nokia get txting tell ur mate www getzed co uk pobox wq norm tone,111,24
ham,He remains a bro amongst bros,29.0,6.0,remains bro amongst bros,24,4
ham,R u meeting da ge at nite tmr?,30.0,8.0,meeting da ge nite tmr,22,5
ham,"* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember.",140.0,27.0,nice day impressively sensible went home early feel fine boring remember,72,11
ham,Why de. You looking good only:-)..,34.0,6.0,de looking good,15,3
spam,Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp å£1.50/msg,163.0,28.0,wan na get laid nite want real dogging location sent direct ur mobile join uk largest dogging network txt park nyt ec lp msg,124,24
spam,we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery,130.0,25.0,tried contact response offer new nokia fone camcorder hit reply call delivery,77,12
ham,Yes. They replied my mail. I'm going to the management office later. Plus will in to bank later also.or on wednesday.,117.0,21.0,yes replied mail going management office later plus bank later also wednesday,77,12
ham,"That's cool, I'll come by like  &lt",35.0,7.0,cool come like lt,17,4
ham,Super msg da:)nalla timing.,27.0,4.0,super msg da nalla timing,25,5
ham,"Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?",153.0,30.0,good afternoon boytoy feeling today better hope good boy obedient slave please queen,84,13
ham,I am 6 ft. We will be a good combination!,41.0,10.0,ft good combination,19,3
ham,I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!,136.0,30.0,sick needy want pout stomp foot pout stomp foot want slave want,63,12
ham,* Am on a train back from northampton so i'm afraid not!,56.0,12.0,train back northampton afraid,29,4
ham,Where in abj are you serving. Are you staying with dad or alone.,64.0,13.0,abj serving staying dad alone,29,5
ham,Was playng 9 doors game and gt racing on phone lol,50.0,11.0,playng door game gt racing phone lol,36,7
spam,"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message",136.0,20.0,new tone week include mcfly ab sara jorge shock smith switch order follow instruction next message,98,16
ham,Solve d Case : A Man Was Found Murdered On  &lt,47.0,11.0,solve case man found murdered lt,32,6
ham,I'm on da bus going home...,27.0,6.0,da bus going home,17,4
ham,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon,106.0,27.0,got call landline number asked come anna nagar go afternoon,59,10
ham,I'm okay. Chasing the dream. What's good. What are you doing next.,66.0,12.0,okay chasing dream good next,28,5
ham,Yupz... I've oredi booked slots 4 my weekends liao... ,54.0,9.0,yupz oredi booked slot weekend liao,35,6
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only,158.0,28.0,urgent trying contact today draw show prize guaranteed call land line claim valid hr,84,14
ham,There r many model..sony ericson also der.. &lt,47.0,8.0,many model sony ericson also der lt,35,7
ham,Okie,4.0,1.0,okie,4,1
ham,Yes I know the cheesy songs from frosty the snowman :),54.0,11.0,yes know cheesy song frosty snowman,35,6
ham,"Ya ok, vikky vl c witin  &lt",28.0,7.0,ya ok vikky vl witin lt,23,6
spam,sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p ,153.0,28.0,sport fan get latest sport news str ur mobile wk free plus free tone txt sport www getzed co uk norm txt,104,22
ham,Hey tmr meet at bugis 930 ?,27.0,7.0,hey tmr meet bugis,18,4
spam,"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm",158.0,29.0,urgent urgent free flight europe give away call th sept take friend free call claim ba nnfwfly ppm,98,18
ham,All these nice new shirts and the only thing I can wear them to is nudist themed ,81.0,17.0,nice new shirt thing wear nudist themed,39,7
ham,Hey sexy buns! What of that day? No word from you this morning on YM ... :-( ... I think of you,95.0,22.0,hey sexy bun day word morning ym think,38,8
ham,And whenever you and i see we can still hook up too.,52.0,12.0,whenever see still hook,23,4
ham,Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon...,80.0,16.0,nope going home go pump petrol lor like going rain soon,55,11
ham,Can you use foreign stamps for whatever you send them off for? ,63.0,12.0,use foreign stamp whatever send,31,5
spam,FROM 88066 LOST å£12 HELP,25.0,5.0,lost help,9,2
ham,Oh baby of the house. How come you dont have any new pictures on facebook,73.0,15.0,oh baby house come dont new picture facebook,44,8
ham,Feb  &lt,8.0,2.0,feb lt,6,2
ham,"Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs.",169.0,34.0,hiya sorry hav signal seen heard neither unusual put case get sort hug snogs,76,14
ham,"Omw back to tampa from west palm, you hear what happened?",57.0,11.0,omw back tampa west palm hear happened,38,7
ham,Yup no more already... Thanx 4 printing n handing it up.,56.0,11.0,yup already thanx printing handing,34,5
spam,FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!,156.0,29.0,freemsg fancy flirt reply date join uk fastest growing mobile dating service msg rcvd optout txt stop reply date,112,19
ham,What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.,113.0,26.0,mean come chase stated watch many movie want,44,8
ham,S now only i took tablets . Reaction morning only.,50.0,10.0,took tablet reaction morning,28,4
spam,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,160.0,29.0,great new offer double min double txt best orange tariff get latest camera phone free call mobileupd free stoptxt c,115,20
ham,"Nah, I'm a perpetual DD",23.0,5.0,nah perpetual dd,16,3
ham,Sorry de i went to shop.,24.0,6.0,sorry de went shop,18,4
spam,Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,118.0,16.0,hope enjoyed new content text stop unsubscribe help provided tone co uk,71,12
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",179.0,34.0,wen ur lovable bcums angry wid dnt take seriously coz angry childish true way showing deep affection care luv kettoda manda nice day da,135,24
ham,Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath,101.0,23.0,hey still want go yogasana coz end cine go bathe hav steam bath,63,13
ham,Nope i'm not drivin... I neva develop da photos lei...,54.0,10.0,nope drivin neva develop da photo lei,37,7
ham,I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?,96.0,19.0,thinking going reg pract lesson flung advance haha wat time going,65,11
ham,Cool. I am  &lt,15.0,4.0,cool lt,7,2
ham,"House-Maid is the murderer, coz the man was murdered on  &lt",60.0,11.0,house maid murderer coz man murdered lt,39,7
ham,Okie.. Thanx..,14.0,2.0,okie thanx,10,2
spam,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,135.0,25.0,day euro kickoff kept informed latest news result daily unsubscribe send get euro stop,86,14
ham,Go where n buy? Juz buy when we get there lar.,46.0,11.0,go buy juz buy get lar,22,6
ham,Ok lor...,9.0,2.0,ok lor,6,2
ham,I'm working technical support :)voice process.,46.0,6.0,working technical support voice process,39,5
ham,It's justbeen overa week since we broke up and already our brains are going to mush!,84.0,16.0,justbeen overa week since broke already brain going mush,56,9
ham,"Tunde, how are you doing. This is just wishing you a great day. Abiola.",71.0,14.0,tunde wishing great day abiola,30,5
ham,Nope... C Ì_ then...,20.0,4.0,nope,4,1
ham,No. But we'll do medical missions to nigeria,44.0,8.0,medical mission nigeria,23,3
ham,No i am not having not any movies in my laptop,46.0,11.0,movie laptop,12,2
ham,Whatsup there. Dont u want to sleep,35.0,7.0,whatsup dont want sleep,23,4
spam,Urgent Please call 09066612661 from landline. å£5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ ÛÏ,154.0,24.0,urgent please call landline cash luxury canary island holiday await collection c sae award aq ppm,97,16
spam,"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or å£1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR",166.0,27.0,urgent please call landline complimentary lux costa del sol holiday cash await collection ppm sae c james eh rr,111,19
ham,I havent lei.. Next mon can?,28.0,6.0,havent lei next mon,19,4
ham,Mm feeling sleepy. today itself i shall get that dear,53.0,10.0,mm feeling sleepy today shall get dear,38,7
ham,How dare you stupid. I wont tell anything to you. Hear after i wont talk to you:-.,82.0,17.0,dare stupid wont tell anything hear wont talk,45,8
ham,Do Ì_ noe if ben is going?,26.0,7.0,noe ben going,13,3
ham,Can you do a mag meeting this avo at some point?,48.0,11.0,mag meeting avo point,21,4
ham,I meant middle left or right?,29.0,6.0,meant middle left right,23,4
ham,Really? I crashed out cuddled on my sofa.,41.0,8.0,really crashed cuddled sofa,27,4
ham,Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu,99.0,23.0,hi chachi tried calling unable reach pl give missed cal tiz msg kanagu,70,13
ham,I sent you the prices and do you mean the  &lt,46.0,11.0,sent price mean lt,18,4
ham,Are you this much buzy,22.0,5.0,much buzy,9,2
ham,Nothing. Can...,15.0,2.0,nothing,7,1
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,158.0,28.0,know know send chat let find msg rcvd hg suite land row hl ldn year,67,15
ham,No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u,119.0,25.0,working ringing thing whole houseful screaming brat pulling hair loving,71,10
ham,But my family not responding for anything. Now am in room not went to home for diwali but no one called me and why not coming. It makes me feel like died.,154.0,32.0,family responding anything room went home diwali one called coming make feel like died,86,14
ham,"Tick, tick, tick ... Babe",25.0,5.0,tick tick tick babe,19,4
ham,R Ì_ going 4 today's meeting?,29.0,6.0,going today meeting,19,3
ham,K da:)how many page you want?,29.0,6.0,da many page want,17,4
ham,Ya had just now.onion roast.,28.0,5.0,ya onion roast,14,3
ham,Send his number and give reply tomorrow morning for why you said that to him like that ok,89.0,18.0,send number give reply tomorrow morning said like ok,52,9
ham,You said not now. No problem. When you can. Let me know.,56.0,12.0,said problem let know,21,4
ham,Ok but tell me half an hr b4 u come i need 2 prepare.,53.0,14.0,ok tell half hr come need prepare,33,7
ham,Play w computer? Aiyah i tok 2 u lor?,37.0,9.0,play computer aiyah tok lor,27,5
ham,Sat right? Okay thanks... ,26.0,4.0,sat right okay thanks,21,4
ham,"Derp. Which is worse, a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with",129.0,26.0,derp worse dude always want party dude file complaint three drug abuser life,76,13
ham,Ok Chinese food on its way. When I get fat you're paying for my lipo.,69.0,15.0,ok chinese food way get fat paying lipo,39,8
ham,We r outside already.,21.0,4.0,outside already,15,2
ham,Have a good trip. Watch out for . Remember when you get back we must decide about easter.,89.0,18.0,good trip watch remember get back must decide easter,52,9
ham,Yo we are watching a movie on netflix,37.0,8.0,yo watching movie netflix,25,4
ham,What time. IÛ÷m out until prob 3 or so,39.0,9.0,time prob,9,2
ham,"Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee...",102.0,20.0,meh thgt clash really ah dun mind dun seen lost weight gee,58,12
ham,I dont thnk its a wrong calling between us,42.0,9.0,dont thnk wrong calling u,25,5
ham,I am not sure about night menu. . . I know only about noon menu,63.0,15.0,sure night menu know noon menu,30,6
ham,ARR birthday today:) i wish him to get more oscar.,50.0,10.0,arr birthday today wish get oscar,33,6
ham,"Say this slowly.? GOD,I LOVE YOU &amp",37.0,7.0,say slowly god love amp,23,5
ham,"Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!",200.0,39.0,open rebtel firefox load put plus sign user name place show two number lower number number pick number pin display okay,119,21
ham, and  picking them up from various points,41.0,7.0,picking various point,21,3
spam,Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX,155.0,27.0,married local woman looking discreet action real match instantly phone text match msg cost stop txt stop bcmsfwc xx,115,19
ham,Wow v v impressed. Have funs shopping!,38.0,7.0,wow impressed fun shopping,26,4
ham,I am on the way to ur home,26.0,8.0,way ur home,11,3
spam,Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner,141.0,29.0,burger king wan na play footy top stadium get burger king st sept go large super coca cola walk winner,102,20
ham,No problem. Talk to you later,29.0,6.0,problem talk later,18,3
ham,Then ur sis how?,16.0,4.0,ur si,5,2
ham,Still in customer place,23.0,4.0,still customer place,20,3
spam,How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?,124.0,27.0,come take little time child afraid dark become teenager want stay night,71,12
ham,"Dude u knw also telugu..thts gud..k, gud nyt..",46.0,8.0,dude knw also telugu thts gud gud nyt,37,8
ham,We confirm eating at esplanade?,31.0,5.0,confirm eating esplanade,24,3
ham,Send me your id and password,28.0,6.0,send id password,16,3
ham,Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.,118.0,22.0,kind took garage centre part exhaust need replacing part ordered taking fixed tomo morning,90,14
spam,"For ur chance to win a å£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk.",124.0,19.0,ur chance win cash every wk txt action www movietrivia tv custcare wk,69,13
ham,Well I might not come then...,29.0,6.0,well might come,15,3
ham,Long after I quit. I get on only like 5 minutes a day as it is.,63.0,16.0,long quit get like minute day,29,6
ham,Then its most likely called Mittelschmertz. Google it. If you dont have paracetamol dont worry it will go.,106.0,18.0,likely called mittelschmertz google dont paracetamol dont worry go,66,9
ham,Well at this right I'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you,121.0,26.0,well right gon na get check today steam sale pee text want come get,67,14
ham,"Just arrived, see you in a couple days &lt",42.0,9.0,arrived see couple day lt,25,5
ham,"K, wat s tht incident?",22.0,5.0,wat tht incident,16,3
ham,Yeah get the unlimited,22.0,4.0,yeah get unlimited,18,3
ham,cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..,116.0,23.0,cthen thk shd enuff still got conclusion content pg reference da content pg cover pg,84,15
ham,"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?",78.0,15.0,forgot take year shower sorry phone dead yet,44,8
ham,ÌÏ got wat to buy tell us then Ì_ no need to come in again.,59.0,15.0,got wat buy tell u need come,28,7
ham,When you are big..| God will bring success.,43.0,8.0,big god bring success,21,4
spam,UÛªve Bin Awarded å£50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min å£50-å£500. OptOut 08718727870,131.0,21.0,bin awarded play instant cash call claim every th player win min optout,71,13
ham,"Û_ we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon \""",119.0,29.0,stayin extra week back next wed rugby weekend hi soon,53,10
"ham""""""",Well there's still a bit left if you guys want to tonight,57.0,12.0,well still bit left guy want tonight,36,7
ham,Not from this campus. Are you in the library?,45.0,9.0,campus library,14,2
ham,The affidavit says  &lt,23.0,4.0,affidavit say lt,16,3
ham,How will I creep on you now? ,29.0,7.0,creep,5,1
ham,Tell your friends what you plan to do on Valentines day @ &lt,61.0,13.0,tell friend plan valentine day lt,33,6
ham,If I get there before you after your ten billion calls and texts so help me god,79.0,17.0,get ten billion call text help god,34,7
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,149.0,24.0,purity friendship two smiling reading forwarded message smiling seeing name gud evng musthu,91,13
ham,I've told him that i've returned it. That should i re order it.,63.0,13.0,told returned order,19,3
ham,"House-Maid is the murderer, coz the man was murdered on  &lt",60.0,11.0,house maid murderer coz man murdered lt,39,7
ham,Depends on where u going lor.,29.0,6.0,depends going lor,17,3
ham,And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*,145.0,30.0,smile right go world wonder smiling think crazy keep away grin,62,11
spam,FreeMsg>FAV XMAS TONES!Reply REAL,33.0,4.0,freemsg fav xmas tone reply real,32,6
ham,Lil fever:) now fine:),22.0,4.0,lil fever fine,14,3
ham,I think it's all still in my car,32.0,8.0,think still car,15,3
ham,Can a not?,10.0,3.0,,0,0
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906 ,158.0,27.0,december mobile mths entitled update latest colour camera mobile free call mobile update co free,96,15
ham,Yes princess! I want to catch you with my big strong hands...,61.0,12.0,yes princess want catch big strong hand,39,7
ham,Oh yeah I forgot. U can only take 2 out shopping at once.,57.0,13.0,oh yeah forgot take shopping,28,5
ham,Mm so you asked me not to call radio,36.0,9.0,mm asked call radio,19,4
ham,Thinkin about someone is all good. No drugs for that,52.0,10.0,thinkin someone good drug,25,4
ham,"Say this slowly.? GOD,I LOVE YOU &amp",37.0,7.0,say slowly god love amp,23,5
